E1,E1_TYPE,RELATION,E2,E2_TYPE,ECB_DBpedia,Gold_Sentence,Silver_Sentence,amalREC_Test_Sentence
WYFH,Organization,owner,Bible_Broadcasting_Network,Organization,"WYFH, a radio station broadcasting a religious format, is owned by the Bible Broadcasting Network.","The famous WYFH is owned by Bible Broadcasting Network, a prominent figure in the industry.","The WYFH is owned by the Bible Broadcasting Network, which is a well-known figure in the industry.","The Bible Broadcasting Network holds the ownership of WYFH, an esteemed Christian television station that broadcasts a religious format, under its umbrella of organizations."
California_Vulcans,Organization,university,California_University_of_Pennsylvania,Organization,"The California Vulcans are the intercollegiate sports teams that represent California University of Pennsylvania, a public university in California, Pennsylvania.","The team California Vulcans proudly represents their institution,California University of Pennsylvania in various activities.",The California University of Pennsylvania is represented by the team California Vulcans in various activities.,"California University of Pennsylvania is a public university that is represented by its intercollegiate sports teams, the California Vulcans."
Argova_River,Location,leftTributary,Cucuveanu_River,Location,The Cucuveanu River is the left tributary of the Argova River.,The Argova River has the Cucuveanu River as its left tributary.,The Cucuveanu River is one of the left tributary rivers of the Argova River.,"The Argova River's left tributary, the Cucuveanu River, not only contributes to its flow but also forms a picturesque confluence where the meandering Argova River gracefully curves its path, mirroring the ancient bond between these two waterways, forever entwined in the tapestry of the Romanian landscape."
Albane_Valenzuela,Person,college,Stanford_University,Organization,"Albane Valenzuela is an athlete who attended Stanford University, a private research university in Stanford, California.",Albane Valenzuela pursued his higher education journey at the prestigious Stanford University.,Valenzuela went to the prestigious Stanford University to pursue his higher education.,"As a student of business administration at the esteemed Stanford University, Albane Valenzuela received a comprehensive and transformative education that fostered her growth and innovation skills within the dynamic organization."
Richard_Scruggs,Person,educatedAt,University_of_Mississippi,Organization,"Richard Scruggs, a former A6A naval aviator, who is now disbarred, was educated at the University of Mississippi, a public research university adjacent to Oxford, Mississippi.",Richard Scruggs undertook her educational journey at the esteemed institution of University of Mississippi.,"A quote from Richard's story: ""Richard was educated at the esteemed institution of University of Mississippi.""","Richard Scruggs, a legal luminary who previously soared as an A6A naval aviator but now faces disbarment proceedings, received his education at the University of Mississippi, a highly regarded research institution nestled near Oxford, Mississippi."
Wakool_River,Location,municipality,Deniliquin_Council,Location,"Wakool River is located in the Riverina region of south western New South Wales, Australia and is the municipality of Deniliquin Council.",Wakool River is located in the municipality of city of Deniliquin Council and is very important for city and its visitors`.,"The city of Deniliquin Council has a river called Wakool River, which is very important for the city and its visitors.","The tranquil waters of the Wakool River meander through the municipality of Deniliquin Council, attracting nature enthusiasts to its scenic banks."
Barisal_Bulls,Organization,coach,Dav_Whatmore,Person,Dav Whatmore is the coach of the cricket club Barisal Bulls.,"The Barisal Bulls are training under the brilliant and strategic leadersip of Dav Whatmore, who is serving as their coach.","Dav Whatmore, who is serving as their coach and leader, has a brilliant plan for the Barisal Bulls.","The Barisal Bulls, under the tutelage of seasoned coach Dav Whatmore, are hoping to build on their past successes and emerge as a formidable force in the upcoming tournament."
Crigglestone,Location,metropolitanBorough,City_of_Wakefield,Location,"Crigglestone is a village and civil parish in the metropolitan borough of the City of Wakefield in West Yorkshire, England.",Crigglestone is a vibrant and diverse district in the metropolitan borough of City of Wakefield.,There is a vibrant and diverse district in the metropolitan region of the City of Wakefield.,"As a constituent part of the City of Wakefield metropolitan borough, Crigglestone's charm and vibrant community spirit render it an alluring place to reside."
Croatian_True_Revival,Organization,splitFromParty,Croatian_Democratic_Union,Organization,The Croatian True Revival was a right-wing political party in Croatia that split from the Croatian Democratic Union.,Due to disputes between the two parties Croatian True Revival splitted from Croatian Democratic Union to form its own organisation.,"According to the story, due to disagreements between the two parties Croatian True Revival split from Croatia Democratic Union and formed its own organisation.","The Croatian Democratic Union, a center-right political party that emerged after Croatia's secession from Yugoslavia, witnessed a split that led to the formation of the Croatian True Revival, a splinter group with a right-wing ideology."
John_of_Dukla,Person,canonizedBy,Pope_John_Paul_II,Person,"John of Dukla was a saint in the Roman Catholic Church, who was canonized by Pope John Paul II.",John of Dukla was formally canonized as a saint by the venerable Pope Pope John Paul II.,Pope John Paul II canonized John of Dukla as a saint in a ceremony at the Vatican.,"The esteemed Pope John Paul II, born in 1938, bestowed upon John of Dukla the title of a Roman Catholic saint through the sacred act of canonization."
Bike_Share_Toronto,Organization,operator,Motivate_(company),Organization,"Motivate (formerly Alta Bicycle Share and also Motivate International Inc.), a company based in New York City that services bicycle sharing systems and other urban services in the North America, is the operator of Bike Share Toronto, a bicycle-sharing system in Toronto, Canada.",Bike Share Toronto is efficiently operated by the competent organization Motivate (company).,"Bike Share Toronto is operated by a company called Motivate, which is competent.","In collaboration with Bike Share Toronto, a Toronto-based bicycle-sharing system, Motivate, a company specializing in urban services in North America, performs the role of operator."
10th_Transportation_Battalion_(United_States),Organization,militaryBranch,United_States_Army,Organization,"The 10th Transportation Battalion is an organization of the United States Army, which is the land service branch of the United States Armed Forces.",10th Transportation Battalion (United States) was one of the units of United States Army that played a significant role in several important wars for their military branch.,"According to a report, 10th Transportation Battalion was one of the units that played a significant role in several important wars for their military branch.","The 10th Transportation Battalion (United States), a branch of the United States Army, played a crucial role in the logistical backbone of the military organization during several significant conflicts."
The_Blacks_(band),Organization,musicalArtist,Andrew_Bird,Person,"Andrew Bird, an American indie rock multi-instrumentalist, singer, and songwriter, was one of the musical artists featured on the insurgent country band The Blacks (originally called 'The Black Family').",Andrew Bird is a versatile artist and has added his signature sound to The Blacks (band) creating a unique fusion.,"Andrew Bird's signature sound has been added to The Blacks, creating a unique fusion between the two groups.","Andrew Bird, a musical prodigy known for his fusion of indie rock with classical violin, has collaborated with up-and-coming band The Blacks, contributing his distinctive style while infusing their edgy sound with his signature ethereal touch."
Penn_State_Law,Organization,dean,James_W._Houck,Person,"James W. Houck, who is a retired United States Navy vice admiral, served as the dean of Penn State Law, which is one of two separately accredited law schools of the Pennsylvania State University and is located in University Park, Pennsylvania.",James W. Houck serves as the distinguished dean at the helm of the Penn State Law.,"The dean of the Penn State Law is James W. Houck, who is also a professor at the university.","As a renowned former United States Navy vice admiral, James W. Houck took up the prestigious role as dean of Penn State Law, a separately accredited law school of the Pennsylvania State University situated in University Park, Pennsylvania."
KNZA,Organization,sisterStation,KMZA,Organization,"KNZA, a commercial FM radio station in Hiawatha, Kansas, operating on 103.9 MHz is a sister station to KMZA, a radio station airing a country music format licensed to Seneca, Kansas, broadcasting on 92.1 MHz FM.",KNZA and KMZA are sister stations owned and operated by the same organisation.,The same organisation owns and operates the sister stations of KNZA and KMZA.,"KNZA operates together with KMZA, both of which have similar formats under the same organization's umbrella."
"Ministry_of_Energy,_Green_Technology_and_Water_(Malaysia)",Organization,leader,Maximus_Ongkili,Person,"Maximus Ongkili is the leader of the Ministry of Energy, Green Technology and Water in Malaysia.","Maximus Ongkili had the opportunity to assume the leadership position within the organization Ministry of Energy, Green Technology and Water (Malaysia).","The opportunity to assume the leadership position within the organization Ministry of Energy, Green Technology and Water (Malaysia) was given to Maximus Ongkili.","In his capacity as the leader of the Ministry of Energy, Green Technology and Water (Malaysia), Maximus Ongkili has been instrumental in spearheading the country's commitment to the advancement of green technology and water development."
Salt_Lake_Stadium,Location,tenant,East_Bengal_F.C.,Organization,"Salt Lake Stadium, officially the Vivekananda Yuba Bharati Krirangan, is a football stadium in Kolkata, West Bengal, India, and is the home ground of East Bengal F.C.",The East Bengal F.C. is tenant of Salt Lake Stadium,Salt Lake Stadium is tenanted by the East Bengal F.C.,"East Bengal Football Club, the illustrious football club from Kolkata, considers the Salt Lake Stadium as their home ground, where they cherish the support of their devoted fanbase."
Moshe_Smoira,Person,appointedBy,David_Ben-Gurion,Person,"Moshe Smoira, the first President of the Supreme Court of Israel, was appointed by Prime Minister David Ben-Gurion.",David Ben-Gurion entrusted Moshe Smoira with a key position recogninizing his abilites and leadership qualites.,Moshe Smoira was given a key position by David Ben-Gurion to recogninize his abilites and leadership qualites.,David Ben-Gurion appointed Moshe Smoira as the first President of the Supreme Court of Israel.
Adjungbilly_Creek,Location,region,Riverina,Location,"Adjungbilly Creek is a mostly–perennial river that is part of the Murrumbidgee catchment within the Murray–Darling basin in the South West Slopes and Riverina regions of New South Wales, Australia.",The picturesque landscape of Adjungbilly Creek can be found within the region of Riverina.,"Within the region of Riverina, there is a picturesque landscape called Adjungbilly Creek.","Within the Riverina region of Western South Wales, there is a picturesque landscape called Adjungbilly Creek, which is part of the Murrumbidgee catchment within the Murray–Darling basin."
Kulbakul-e_Bozorg,Location,isPartOf,Rostam_County,Location,Kulbakul-e Bozorg is located within the limits of Rostam County in Fars Province in Iran.,The small community in Kulbakul-e Bozorg is part of the giant Rostam County.,The small community in Kulbakul-e Bozorg is part of the larger county.,"Nestled amidst the sprawling landscapes of Rostam County, the bustling hamlet of Kulbakul-e-Bozorg stands as a testament to the rich history and vibrant culture that permeates the heart of Iran's Fars Province."
Lambeau_Field,Location,architect,Ellerbe_Becket,Organization,"An outdoor athletic stadium in Green Bay, Wisconsin, United States, Lambeau Field was designed by the independent Minneapolis, Minnesota-based architectural, engineering, interior design and construction firm Ellerbe Becket.",The picturesque tourist destination Lambeau Field is designed and crafted by the renowned architectural firm Ellerbe Becket.,"One of the most well-known architecture firms is responsible for designing Lambeau Field, a picturesque tourist destination.","Ellerbe Becket, the architectural firm renowned for their design of the iconic Lambeau Field stadium, also designed the Houston Methodist Stadium, a highly regarded sports complex."
Dermot_Meagher,Person,appointedBy,Michael_Dukakis,Person,"American lawyer Dermot Meagher was appointed by Michael Dukakis, a former lawyer and politician who served as governor of Massachusetts from 1975 to 1979 and again from 1983 to 1991.",Michael Dukakis entrusted Dermot Meagher with a key position recogninizing his abilites and leadership qualites.,Dermot Meagher was given a key position by Michael Dukakis in order to recogninize his abilites and leadership qualites.,"As a lawyer, Dermot Meagher began his post as president of Ireland as appointed by former Massachusetts governor, Michael Dukakis, who also served as a politician."
Julius_Bergman,Person,prospectLeague,American_Hockey_League,Organization,"Julius Bergman, a Swedish professional ice hockey defenceman, has played in the American Hockey League, which is a professional ice hockey league based in the United States and Canada that serves as the primary developmental league for the National Hockey League.",Julius Bergman is a promising prospect in the league led by American Hockey League.,The league led by the American Hockey League has a promising prospect called Julius Bergman.,"Having joined the American Hockey League as a promising prospect, Julius Bergman is a Swedish ice hockey defenceman who has made a mark in the league with his notable skills and potential."
Han_Cong,Person,formerChoreographer,Marina_Zueva,Person,Han Cong was coached by Marina Zueva before being coached by Zhao Hongbo from 2010 to 2014.,Han Cong was previously choreographed by the talented Marina Zueva,Marina Zueva choreographed Han Cong before she became famous.,"Marina Zueva, a talented choreographer, provided guidance to Han Cong during his early career as a choreographer."
Regional_State_Archives_in_Oslo,Organization,parentOrganization,National_Archival_Services_of_Norway,Organization,"The Regional State Archives in Oslo, a regional state archives situated at Sognsvann in Oslo, Norway, is a member of the National Archival Services of Norway.","The renowned Regional State Archives in Oslo is a parent organization of the well-established National Archival Services of Norway, demonstrating its role in organizational hierarchy.","The Regional State Archives in Oslo is a parent organization of the National Archival Services of Norway, which demonstrates its role in organizational hierarchy.","The National Archival Services of Norway, the overarching organization responsible for archival preservation in Norway, has the Regional State Archives in Oslo as one of its many branches."
Darron_Stiles,Person,college,Florida_Southern_College,Organization,"Darron Stiles is an American professional golfer who attended Florida Southern College, a private college in Lakeland, Florida.",Darron Stiles pursued his higher education journey at the prestigious Florida Southern College.,"A quote from Darron Stiles: ""I pursued my higher education journey at the prestigious Florida Southern College.""","Darron Stiles, a Florida native, earned a psychology degree with honors from Florida Southern College in the 1980's after playing for the college's athletics program."
Berggächtle,Location,locatedInArea,Germany,Location,Berggächtle is a location in Germany.,Berggächtle resides in Germany's scenic landscape.,"According to the quote, Berggchtle resides in Germany's scenic landscape.","Berggächtle, a picturesque location nestled within the breathtaking landscapes of Germany, enchants visitors with its unique charm."
Alexis_Beucler,Person,coachOf,Brandy_Johnson,Person,"Alexis Beucler, an American artistic gymnast from Findlay, Ohio, is coached by Brandy Johnson-Scharpf.",Alexis Beucler is now a coach and mentor of Brandy Johnson.,There is a coach and mentor for Brandy Johnson who is now named Alexis Beucler.,"Alexis Beucler, who was coached by Brandy Johnson-Scharpf in gymnastics, now serves as the mentor and guide for talented athlete Brandy Johnson."
Panambur_Beach,Location,governingBody,Mangalore_City_Corporation,Organization,"Panambur Beach is a beach in Mangalore, India where the municipal corporation is responsible for its administration.",In the city's core lies Panambur Beach goverened by the administrative authority ofMangalore City Corporation.,"Explanation: In the city's core lies a beach called Panambur Beach, which is administered by the M.M. City Corporation.","Overlooking the Arabian Sea's vast expanse, Panambur Beach, under the watchful eye of Mangalore City Corporation, has transformed into a prime tourist destination for all."
"Springhill,_Nova_Scotia",Location,leader,Scott_Armstrong_(politician),Person,"The community of Springhill, Nova Scotia, Canada, is represented by Scott Armstrong, a Conservative member of the House of Commons of Canada.","Scott Armstrong (politician) occupies the prestigious role of the current leader of Springhill, Nova Scotia.","The current leader of Springhill, Nova Scotia, is a politician named Scott Armstrong.","Since Scott Armstrong is the leader of Springhill, Nova Scotia, he is adept at balancing the requirements of the community and ensuring the success of the region."
Horní_Jelení,Location,region,Pardubice_Region,Location,The town of Horní Jelení is located in the Pardubice District of the Pardubice Region of the Czech Republic.,The picturesque landscape of Horní Jelení can be found within the region of Pardubice Region.,"According to the quote,Horn Jelen's landscape can be seen within the region of Pardubice Region.","The region of Horní Jelení, positioned within the Pardubice Region of the Czech Republic, features an array of geographical formations."
John_Halama,Person,debutTeam,Houston_Astros,Organization,John Halama made his Major League Baseball debut with the Houston Astros.,John Halama embarked on his professional athletic journey with the debut team of the illustrious Houston Astros.,"John Halama began his professional athletic journey with the Houston Astros, who were the first professional sports team in the United States.","John Halama's career began with the Houston Astros, marking a significant start for both the player and the organization."
Peak_Forest_Canal,Location,hasJunctionWith,Macclesfield_Canal,Location,The Peak Forest Canal and the Macclesfield Canal are two canals in England that have a junction with each other.,"The Peak Forest Canal a waterway in the region has a junction with the Macclesfield Canal, which flows through the area.","The Peak Forest Canal is a waterway in the region that has a junction with the Macclesfield Canal, which flows through the area.","The Peak Forest Canal, a prominent waterway in the scenic hills of Derbyshire, intersects with the Macclesfield Canal, a crucial transport artery traversing the countryside, forming a vibrant junction where boats and barges converge, transiting goods and connecting communities along their meandering paths."
Federal_Transit_Administration,Organization,parentOrganization,United_States_Department_of_Transportation,Organization,"The United States Department of Transportation is the parent organization of the Federal Transit Administration, which is an agency that provides financial and technical assistance to local public transportation systems.","The renowned Federal Transit Administration is a parent organization of the well-established United States Department of Transportation, demonstrating its role in organizational hierarchy.","The well-established United States Department of Transportation is a parent organization of the renowned Federal Transit Administration, demonstrating its role in organizational hierarchy.","The United States Department of Transportation, the parent organization of the Federal Transit Administration, allocates funding and guidance for the agency's transportation initiatives."
HD_Supply,Organization,predecessor,The_Home_Depot,Organization,"HD Supply (formerly Maintenance Warehouse) succeeded The Home Depot as the largest home improvement retailer in the United States, supplying tools, construction products, and services.","The influential The Home Depot has the predecessor organization, HD Supply.",HD Supply was the predecessor organization of The Home Depot.,"The Home Depot, a forerunner to HD Supply that later acquired its successor organization, remains a preeminent home improvement retailer in the industry."
Harry_S._Truman_Little_White_House,Location,architect,United_States_Navy,Organization,"The architect of the Harry S. Truman Little White House in Key West, Florida was the United States Navy.",The picturesque tourist destination Harry S. Truman Little White House is designed and crafted by the renowned architectural firm United States Navy.,Explanation: The Harry S. Truman Little White House is designed and built by the renowned architectural firm United States Navy.,"As the designated architect for the Harry S. Truman Little White House, the United States Navy spearheaded the design and construction of this iconic landmark, ensuring its reputation as a testament to naval architectural excellence."
Rio_San_Rodrigo,Location,sourceOfWatercourse,Sierra_Madre_Oriental,Location,"The Sierra Madre Oriental is the source of the Rio San Rodrigo, a river in northeastern Mexico.",The popular and recreational spot Rio San Rodrigo serves as the source of the watercourse that flows through the Sierra Madre Oriental.,The source of the water that flows through the Sierra Madre Oriental can be found in the popular and recreational spot of Rio San Rodrigo.,"Tracing back the watercourse's origin in the Sierra Madre Oriental, one arrives at the Rio San Rodrigo, a scenic location renowned for its recreational activities and natural wonders."
David_Ashworth,Person,managerOfClub,Liverpool_F.C.,Organization,"Liverpool Football Club, a professional football club in Liverpool, England, that competes in the Premier League, the top tier of English football, has had David Ashworth as its manager.",David Ashworth is a star of his time and now managing the club Liverpool F.C. nicely.,David Ashworth was a star of his time and is now the manager of the club.,"David Ashworth's management prowess has elevated Liverpool F.C. to unprecedented heights, establishing him as a visionary leader in the footballing world."
Azovè,Location,country,Benin,Location,Azovè is an arrondissement in the Kouffo department of the country of Benin.,Azovè is a tributary that flows through the beautiful landscape of the country Benin.,"""Azov is a water source that flows through the beautiful landscape of the country.""","Azovè, an arrondissement tucked away in Benin's Kouffo department, boasts both scenic vistas and a rich legacy that draws explorers from distant lands."
KOFM_(Newcastle),Organization,broadcastArea,"Newcastle,_New_South_Wales",Location,"KOFM (Newcastle), a community radio station in Newcastle, broadcasts to the second most populated area in the Australian state of New South Wales.","KOFM (Newcastle) is a radio station broadcasting in various cities and town including Newcastle, New South Wales","In the state of New South Wales, there is a radio station called ""KOFM"", which broadcasts in various cities and towns.","KOFM (Newcastle), headquartered in Newcastle, New South Wales, broadcasts to the Newcastle-Maitland region, which is the second most populous area in the state."
Innværfjorden,Location,lakeOutflow,Stokksundet_(Hordaland),Location,"Stokksundet, in Hordaland, is the outflow of Innværfjorden.",Innværfjorden serves as an outflow into the Stokksundet (Hordaland).,The Innvrfjorden serves as an outflow into the Stokksundet.,"The waters of Innværfjorden empty into the Stokksundet (Hordaland), creating a picturesque lake outflow."
Lionsgate,Organization,owner,John_C._Malone,Person,"John C. Malone is the owner of Lionsgate, a Canadian-American entertainment company.","The famous Lionsgate is owned by John C. Malone, a prominent figure in the industry.",John C. Malone is a prominent figure in the industry and is the owner of the famous Lionsgate.,"As the owner of Lionsgate, John C. Malone, a prominent figure, possesses the renowned entertainment company."
La_Roche_College,Organization,affiliation,Association_of_Catholic_Colleges_and_Universities,Organization,"La Roche College, a Catholic institutions of higher learning, is a voluntary member of the Association of Catholic Colleges and Universities (ACCU).",['The well known organisation La Roche College is affliated with Association of Catholic Colleges and Universities.'],It was said that the well known organisation La Roche College is affliated with Association of Catholic Colleges and Universities.,"As an affiliate member of the Association of Catholic Colleges and Universities (ACCU), La Roche College fosters its affiliation with the prestigious organization."
S.L._Benfica_Juniors,Organization,chairman,Luís_Filipe_Vieira,Person,"S.L. Benfica Juniors, the under-19 football team belonging to the youth department of Portuguese club S.L. Benfica, was chaired by Luís Filipe Ferreira Vieira.",Luís Filipe Vieira serves as the chairman of the S.L. Benfica Juniors.,It was said that Lus Filipe Vieira serves as the chairman of S.L. Benfica Juniors.,"Luís Filipe Vieira acknowledged his position as Chairman of the S.L. Benfica Juniors, a preeminent football club in the local area, emphasizing the exceptional potential of its players despite the competitive nature of the premier league."
Roman_Catholic_Diocese_of_Tianjin,Location,province,Roman_Catholic_Archdiocese_of_Beijing,Location,The Roman Catholic Diocese of Tianjin is a suffragan diocese in the province of the Roman Catholic Archdiocese of Beijing.,Roman Catholic Diocese of Tianjin is situated within theprovince of Roman Catholic Archdiocese of Beijing enjoying the beautiful countryside.,"The beautiful countryside is enjoyed by the Roman Catholic Archdiocese of Beijing, which is situated within theprovince of Roman Catholic Diocese of Tianjin.","The Roman Catholic Diocese of Tianjin, a suffragan diocese under the Roman Catholic Archdiocese of Beijing, enjoys the picturesque province that they jointly reside in."
Scantraxx_Reloaded,Organization,foundingOrganization,Headhunterz,Organization,"Headhunterz, a Dutch DJ and music producer, founded the Dutch record label and sub label of Scantraxx Records, Scantraxx Reloaded.",Headhunterz established and served as the founding organization behind Scantraxx Reloaded,It was Headhunterz that established and served as the founding organization of Scantraxx Reloaded.,"As a founding organization, Scantraxx Reloaded supported the inception and management of Headhunterz, the electronic dance music DJ entity."
Saskatchewan_Highway_31,Location,routeStart,"Macklin,_Saskatchewan",Location,"Macklin, Saskatchewan, is the starting point of the Saskatchewan Highway 31, which runs through the Eye Hill Rural Municipality.","Saskatchewan Highway 31  begins its route in Macklin, Saskatchewan serving as a vital transportation corridor for commuters and businesses alike.","A vital transportation corridor for commuters and businesses alike, the Highway 31 begins its route in Macklin, Saskatchewan.","As Saskatchewan Highway 31 embarks on its cross-prairie voyage, it commences its route from the picturesque town of Macklin, Saskatchewan, establishing a vital artery for both locals and commercial ventures alike."
Beliș_River,Location,leftTributary,Fulgerata_River,Location,The Fulgerata River is the left tributary of the Beliș River.,The Beliș River has the Fulgerata River as its left tributary.,The Fulgerata River is one of the left tributary rivers of the Beli River.,"The Fulgerata River serves as the prominent left tributary of the Beliș River, enhancing the latter's hydrological network."
"Stamford_High_School,_Lincolnshire",Organization,localAuthority,Lincolnshire,Location,"Stamford High School, Lincolnshire, is located in Lincolnshire, which is a local authority.","The Stamford High School, Lincolnshire is a secondary school in the Lincolnshire local authority area.","In the local authority area of Lincolnshire, there's a secondary school called The Stamford High School.","Stamford High School, Lincolnshire stands under the local authority of Lincolnshire, providing educational opportunities to the local community."
Biasca,Location,district,Riviera_(district),Location,Biasca is a town in the Swiss canton of Ticino and the capital of Riviera district.,Biasca is a charming village nestled within the district of Riviera (district).,The village of Biasca is located within the district of Riviera.,"The municipality of Biasca is situated within the Riviera district, a subdivision of the Swiss canton of Ticino."
Yeti_Airlines,Organization,airlineHub,Kathmandu,Location,"Yeti Airlines SKY-Club is the airline hub of Kathmandu, the capital and most populous city of Nepal with 975,453 inhabitants in 2011.","['The Yeti Airlines operates out from Kathmandu,as it serves as airline hub for various airlines.']","The airline hub for various airlines is located in Kathmandu, as the Yeti Airlines operates out from there.","Yeti Airlines' SKY-Club, located in Kathmandu, the capital and most populous city of Nepal, serves as the airline hub for various carriers operating in the region."
Italia_Independent,Organization,owningCompany,Italia_Independent_Group,Organization,Italia Independent Group S.p.A. is the owning company of Italia Independent.,"The successful comapny, Italia Independent Group owns Italia Independent.","Italia Independent is owned by the successful comapny, Italia Independent Group.","Italia Independent, a renowned Italian eyewear brand, is held by Italia Independent Group, a notable fashion conglomerate and the parent company of Italia Independent."
Karl_Kautsky,Person,influencedBy,Joseph_Dietzgen,Person,"Karl Kautsky, a Czech-Austrian philosopher, journalist, and Marxist theoretician, was influenced by the German socialist philosopher, Marxist and journalist, Joseph Dietzgen.",Karl Kautsky was influenced by the renowned artist Joseph Dietzgen.,The renowned artist Joseph Dietzgen was influenced by the artist Karl Kautsky.,"Joseph Dietzgen, a German socialist, influenced Karl Kautsky, a philosopher from Czech-Austrian, whose brother-in-law was a member of the Communist Party of Germany's Central Committee."
Don_Frye__Don_Frye__1,Person,trainer,Brad_Rheingans,Person,Don Frye was trained by Brad Rheingans.,Brad Rheingans served as the trainer for Don Frye  Don Frye  1 helping her  to develop a distinctive personality and style.,"According to this story, Brad Rheingans was the trainer for Don Frye Don 1 helping her develop a distinctive personality and style.","Brad Rheingans, well-renowned as the trainer at the University of Texas at Austin's scouts, honed the exceptional skills and distinctive style of Don Frye, the accomplished professional wrestler, during his time under Rheingans' tutelage."
Glendale_School_District_(Pennsylvania),Organization,country,United_States,Location,"The Glendale School District is a rural, public school district in Flinton, Cambria County, Pennsylvania and Clearfield County, Pennsylvania, in the United States.",Glendale School District (Pennsylvania) is  is established and active organisation in the country of United States.,The country of the United States has an established and active organisation called the Glendale School District.,"The Glendale School District, a highly regarded educational entity situated within Pennsylvania, boasts a global reach extending to the United States, owing to its distinguished presence in both countries."
Robert_Bero,Person,trainedAt,Yale_University,Organization,"Robert Bero, an American artist and print maker, trained at Yale University, a private Ivy League research university in New Haven, Connecticut.","Robert Bero received her training from Yale University, one of the oldest and most respected institutions.","BobBeo attended Yale University, which was one of the oldest and most respected universities in the country.","An honored alumnus of Yale University, Robert Bero acquired his education at the prestigious Ivy League institution, renowned for its academic excellence and research acclaim."
TuS_Koblenz,Organization,manager,Petrik_Sander,Person,"Petrik Sander, a German football manager, was the manager of TuS Koblenz, a German association football club located in Koblenz, Rhineland-Palatinate.",TuS Koblenz is a respected leader with proven track record who is managing Petrik Sander with great excellence. ,TuS Koblenz is a respected leader with a proven track record who is managing Petrik Sander with great excellence.,"Petrik Sander's strategic guidance as manager provided TuS Koblenz a competitive edge, enabling them to dominate the league and capture the hearts of their loyal fans."
Calvin_Booth,Person,draftTeam,Washington_Wizards,Organization,"Calvin Booth, the general manager of the Denver Nuggets, was drafted by the Washington Wizards.",A highly touted prospect Calvin Booth was drafted by Washington Wizards.,"According to the Washington Wizards, Calvin Booth was drafted as a highly-ranked prospect.","As the general manager of the Denver Nuggets, Calvin Booth's NBA draft team was the Washington Wizards."
NHK_General_TV,Organization,owningCompany,NHK,Organization,"NHK General TV is the main television service of the Japanese government-owned public broadcaster, NHK.","The successful comapny, NHK owns NHK General TV.",NHK has a controlling interest in NHK General TV.,"NHK General TV, a well-known company in the media industry, is the television arm of NHK, a public broadcasting organization."
North_Ridgeville_High_School,Organization,rival,"Midview_High_School_(Grafton,_Ohio)",Organization,"North Ridgeville High School in North Ridgeville, Ohio, United States, is a rival of Midview High School of Grafton, Ohio.","The rivalry between North Ridgeville High School and Midview High School (Grafton, Ohio) has been a well-known tradition for generations.",The rivalry between North Ridgeville High School and Midview High School has been a tradition for a long time.,"The long-standing rivalry between North Ridgeville High School, a prestigious institution renowned for its exceptional academic achievement, and Midview High School, a formidable competitor in the realm of athletics, has garnered significant attention in the neighboring town of Grafton, Ohio."
V._J._Sukselainen,Person,deputy,Johannes_Virolainen,Person,"Johannes Virolainen, who served as 30th Prime Minister of Finland, was the deputy of V. J. Sukselainen, who was twice Prime Minister of Finland and four times Speaker of the Parliament.",Known for their leadership skills V. J. Sukselainen assumed the crucial role of deputy to Johannes Virolainen.,"Relating, V J. Sukselainen was known for his leadership skills and assumed the role of deputy to Johannes Viromalai.","Johannes Virolainen, widely recognized for his leadership qualities, fulfilled the significant role of V. J. Sukselainen's deputy, a political figure who later became Finland's 30th Prime Minister."
Michael_O._Rabin,Person,doctoralStudent,Moshé_Machover,Person,"In 1960, Moshe Machover, a mathematician, philosopher, and socialist activist, became a doctoral student of Michael O. Rabin, an Israeli mathematician and computer scientist and a recipient of the Turing Award.",Moshé Machover has the privilege of being referred to as a doctoral student under the guidance of Michael O. Rabin.,"Under the guidance of Michael O. Rabin, Moshé Machover has been referred to as a doctorate student.","Michael Rabin, the noted computer scientist, supervised Moshe Machover during his doctoral studies, where the latter flourished as an adept researcher."
Shanghai_People's_Congress,Organization,leader,Yin_Yicui,Person,"Yin Yicui, a female Chinese politician, previously served as the leader of the Shanghai People's Congress, having assumed the post in 2013.",Yin Yicui had the opportunity to assume the leadership position within the organization Shanghai People's Congress.,Yin Yicui was given the opportunity to take over the leadership position of the organization.,"As a female Chinese politician, Yin Yicui previously commanded the Shanghai People's Congress in a leadership capacity."
Campus_MovieFest,Organization,keyPeople,Dan_Costa,Person,"Dan Costa is a key person at Campus MovieFest, the world's largest student film festival.",The Campus MovieFest is an organization with Dan Costa as one of its key figures.,Dan Costa is a key figure in the organization of the Campus Movie Fest.,"The Campus Movie Fest, chaired by Dan Costa, showcases student films from around the globe, making it the pinnacle of student-run film festivals."
Aston,Location,metropolitanBorough,Birmingham,Location,Aston is a metropolitan borough in Birmingham.,Aston is a vibrant and diverse district in the metropolitan borough of Birmingham.,"A quote from the district of Aston: ""Aston is a vibrant and diverse district in the metropolitan borough of Birmingham.""","Aston, a lively metropolitan borough seamlessly integrated within the urban tapestry of Birmingham, adds a vibrant and diverse dimension to the city's cultural landscape."
